"","age","age2","dom.decid","dom.pine","dom.mixed","dom.spruce","dom.Bspr","dom.larch","dom.low","dom.open"
"BG_18_32",27.1969330040124,739.673164824737,0.975349433759841,0,0,0,0,0,0,0
"BG_18_43",29.1017069103469,846.909345095731,0,0,1,0,0,0,0,0
"BG_18_44",59.312158748528,3517.93217541059,0.0760553670971358,0,0,0.923924613198116,0,0,0,0
"BG_18_54",59.7881705331542,3574.62533570153,0.942773834453633,0,0.0469866055640663,0,0,0,0,0
"BG_5_14",92.4625746206546,8549.32770548012,0,0,0.435702579948464,0,0.261727656242907,0,0,0
"BG_5_31",75.3853078623547,5682.944641502,0.771998784682387,0,0,0,0,0,0,0
"BG_5_32",79.7642102376171,6362.32923483078,0,0.771048239494944,0,0,0,0,0,0
"BG_5_40",60,3600,0,0,0,0,0,1,0,0
"BG_5_53",63.8754189918381,4080.06915138288,0,0,0,0,0.972647237417461,0,0,0
"BG_5_84",63.8360429383716,4075.04037802963,0,0,0,0,0,1,0,0
